"Origin","Proverb"
"Spanish","The well-bred hound, if he does not hunt to-day will hunt to-morrow."
"Spanish","The wedding feast is not made with mushrooms only."
"Spanish","The pearls of a bride on her wedding day are the tears that will be shed later."
"Spanish","The wolf commits no mischief at home."
"Spanish","There is luck in odd numbers."
"Spanish","Serve a lord and you'll know what is grief."
"Spanish","There is no house without its hush. hush."
"Spanish","There is no happiness; there are only moments of happiness."
"Spanish","There is no disinterested gift."
"Spanish","There is no choicer morsel than that which is stolen."
"Spanish","There is no better surgeon than one with many scars."
"Spanish","There is no better patch than one off the same cloth."
"Spanish","There is no beast so savage but sports with its mate."
"Spanish","There is no answer for God out of my house, and What have you to do with my wife?"
"Spanish","There is never a great dunghill at a sportsman's door."
"Spanish","The worst pig gets the best acorn."
"Spanish","There is measure in all things."
"Spanish","The wrath of brothers is the wrath of devils."
"Spanish","There is luck in leisure."
"Spanish","There is little use in watching a bad woman."
"Spanish","There is a remedy for everything except death."
"Spanish","There is a great art in selling the wind."
"Spanish","There are three ""too much"" and three ""too little"" that can bring a fool down: too much spending and too little money; too much talking and too little knowledge; and too much boasting and too little earnings."
"Spanish","There are plenty more fish in the sea."
"Spanish","There are no birds in last year's nest."
"Spanish","There are more threatened than hurt."
"Spanish","There are eyes that fall in love with bleared ones."
"Spanish","There are all honest men, but my cloak is not to be found."
"Spanish","The turd is proud that the river will carry it."
"Spanish","There is mony a true tale tauld in jest."
"Spanish","The rich man transgresses the law, and the poor man is punished."
"Spanish","The shirt is nearer than the frock."
"Spanish","The sheep that bleats loses a mouthful."
"Spanish","The sharper the storm, the sooner it's over."
"Spanish","The sharper soon cheats the covetous man."
"Spanish","The servant wench that has a mother in town swoons seven times a day."
"Spanish","The secret of two no further will go; the secret of three a hundred will know."
"Spanish","The secret of patience is doing something else in the meantime."
"Spanish","The secret in swimming is to know how to take care of your clothes."
"Spanish","The scalded cat dreads cold water."
"Spanish","the rotten apple spoils its companion."
"Spanish","The wages of sin is death."
"Spanish","The righteous man sins before an open chest."
"Spanish","The snail, to be rid of annoyances, bartered its eyes for horns."
"Spanish","The rat that knows but one hole is soon caught by the cat."
"Spanish","The rat that has but one hole is soon caught."
"Spanish","The proof of the pudding is in the eating."
"Spanish","The poor-houses are filled with the honestest people."
"Spanish","The poor man has his crop destroyed by hail every year."
"Spanish","The pitcher that goes often to the well leaves either its handle or its spout there."
"Spanish","The pitcher goes so often to the well, that it leaves its handle or its mouth."
"Spanish","The pig's tail will never make a good arrow."
"Spanish","The person who plants the lettuce does not always eat the salad."
"Spanish","The person that makes one basket can make a hundred."
"Spanish","The road of ""about,"" leads only to the house of ""never."" Near the spring nobody dies of thirst."
"Spanish","The sword and the ring according to the hand that bears them."
"Spanish","The Truth will out."
"Spanish","The treason pleases, but the traitors are odious."
"Spanish","The tongue of a bad friend cuts more than a knife."
"Spanish","The tongue goes to where the tooth aches."
"Spanish","The tired ox plants his foot firmly."
"Spanish","The tiger that has once tasted blood is never sated with the taste of it."
"Spanish","The tide will fetch away what the ebb brings."
"Spanish","The threshold says nothing but what it hears of the hinge."
"Spanish","The threatener loses the opportunity of vengeance."
"Spanish","The thread breaks where it is thinnest."
"Spanish","The shoemaker's son always goes barefoot."
"Spanish","The thief thinks that all are like himself."
"Spanish","The smith's dog sleeps at the noise of the hammer, and wakes at the grinding of teeth."
"Spanish","The stone is hard and the drop is small, but a hole is made by the constant fall."
"Spanish","The stolen ox sometimes puts his head out of the stall."
"Spanish","The stew that boils much loses flavour."
"Spanish","The stew mixed by many is ill-seasoned and worse cooked."
"Spanish","The squeaking wheel gets the grease."
"Spanish","The spot will come out in the washing."
"Spanish","The spoken word sometimes loses what silence has won."
"Spanish","The spider's web lets the rat escape and catches the fly."
"Spanish","The son of an ass brays twice a day."
"Spanish","The snake that seduced Eve spoke Spanish."
"Spanish","The full-fed sheep is frightened at its own tail."
"Spanish","The thorn comes into the world point foremost."
"Spanish","Stubborn men make lawyers."
"Spanish","Take what you want, then pay for it."
"Spanish","Take what you want, God said to man, and pay for it."
"Spanish","Take the will for the deed."
"Spanish","Take the middle of the way and thou wilt not fall."
"Spanish","Take no notice of the stupid things people say."
"Spanish","Take in laundry before you take in partners."
"Spanish","Take hold of a good minute."
"Spanish","Take hold lightly; let go lightly. This is one of the great secrets of felicity in love."
"Spanish","Take away the motive, and the sin is taken away."
"Spanish","Suppers have killed more than doctors have ever cured."
"Spanish","Sow much, reap much; sow little, reap little."
"Spanish","Such awkward things will happen as going into the great square and coming back without ears."
"Spanish","Talk little and well, and you will be looked upon as somebody."
"Spanish","Store is no sore."
"Spanish","Steel whets steel."
"Spanish","Stealing would be a nice thing, if thieves were hanged by the girdle."
"Spanish","Stars are not seen by sunshine."
"Spanish","Spring is in the air. The sap rises in the spring."
"Spanish","Spilled wine is a sign of happiness, but break the bed and all will have long faces."
"Spanish","Speaking without thinking is shooting without taking aim."
"Spanish","Speak not of my debts unless you mean to pay them."
"Spanish","Speak not ill of the year until it is past."
"Spanish","The absent are always at fault."
"Spanish","Sugared words generally prove bitter."
"Spanish","Tell it her once, and the devil will tell it her ten times."
"Spanish","The gallows was made for the unlucky."
"Spanish","That which is cheap is dear."
"Spanish","That which covers thee discovers thee."
"Spanish","Tell your own story first."
"Spanish","Tell your friend your secret, and he will set his foot on your neck."
"Spanish","Tell your friend a lie; and if he keeps it secret, tell him the truth."
"Spanish","Tell your friend a lie -- and if he keeps it a secret, tell him the truth."
"Spanish","Tell your affairs in the market-place, and one will call them black and another white."
"Spanish","Tell not all you know, nor judge of all you see, if you would live in peace."
"Spanish","Tell me who you live with, and I will tell you who you are."
"Spanish","Taking out and not putting in soon reaches the bottom."
"Spanish","Tell it well, or say nothing."
"Spanish","Talk as you go, husband, to the gallows."
"Spanish","Tell her she is handsome, and you will turn her head."
"Spanish","Tell a lie, and you will bring out the truth."
"Spanish","Tell a lie and find the truth."
"Spanish","Talking of bulls is not the same as being in the bullring."
"Spanish","Talking is easy, action is difficult."
"Spanish","Talking is easy, action difficult."
"Spanish","Talking about bulls is not the same thing as being in the bullring."
"Spanish","Talking about bulls is altogether different from being in the arena."
